Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,season
Philip Billing,dk DEN,MF,Bournemouth,23,1996,34,29,2530,28.1,1,1,2,1,0,0,8,0,2,2,1.7,3.6,29,100,59,0.04,0.04,0.07,0.04,0.07,0.07,0.06,0.13,0.07,0.13,19/20
Yves Bissouma,ml MLI,MF,Brighton,22,1996,22,15,1259,14,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.6,25,63,16,0.07,0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,19/20
Willy Boly,ci CIV,DF,Wolves,28,1991,22,22,1979,22,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.5,4,48,5,0,0.05,0.05,0,0.05,0.02,0.05,0.07,0.02,0.07,19/20
Gaëtan Bong,cm CMR,DFMF,Brighton,31,1988,4,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,4,5,8,0,0,0,0,0,0,0.34,0.34,0,0.34,19/20
Sofiane Boufal,ma MAR,MFFW,Southampton,25,1993,20,8,764,8.5,0,2,2,0,0,0,2,0,1,1,2.9,3.9,48,41,67,0,0.24,0.24,0,0.24,0.12,0.34,0.46,0.12,0.46,19/20
Jarrod Bowen,eng ENG,FWMF,West Ham,22,1996,13,11,917,10.2,1,4,5,1,0,0,0,0,2.3,2.3,2.7,5,33,19,80,0.1,0.39,0.49,0.1,0.49,0.22,0.27,0.49,0.22,0.49,19/20
Robbie Brady,ie IRL,MF,Burnley,27,1992,17,5,454,5,1,2,3,1,0,0,1,0,1.1,1.1,0.4,1.5,5,20,23,0.2,0.4,0.59,0.2,0.59,0.22,0.07,0.29,0.22,0.29,19/20
Jarrad Branthwaite,eng ENG,DF,Everton,17,2002,4,2,300,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19/20
Claudio Bravo,cl CHI,GK,Manchester City,36,1983,4,3,347,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Armando Broja,al ALB,FW,Chelsea,17,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19/20
David Brooks,wls WAL,MFFW,Bournemouth,22,1997,9,8,506,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,4,17,24,0.18,0,0.18,0.18,0.18,0.08,0.05,0.14,0.08,0.14,19/20
Josh Brownhill,eng ENG,MF,Burnley,23,1995,10,9,805,8.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.7,2,20,15,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,19/20
Emi Buendía,ar ARG,FWMF,Norwich City,22,1996,36,28,2464,27.4,1,7,8,1,0,0,6,1,2.2,2.2,6.8,9,68,194,106,0.04,0.26,0.29,0.04,0.29,0.08,0.25,0.33,0.08,0.33,19/20
Dan Burn,eng ENG,DF,Brighton,27,1992,34,33,2880,32,0,0,0,0,0,0,5,0,1.2,1.2,1.3,2.5,52,135,93,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,19/20
Sam Byram,eng ENG,DF,Norwich City,25,1993,17,15,1293,14.4,0,0,0,0,0,0,4,0,1.4,1.4,0.4,1.7,21,41,58,0,0,0,0,0,0.1,0.03,0.12,0.1,0.12,19/20
Willy Caballero,ar ARG,GK,Chelsea,37,1981,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Gary Cahill,eng ENG,DF,Crystal Palace,33,1985,25,25,2167,24.1,0,1,1,0,0,0,1,0,1.6,1.6,0.2,1.8,5,48,2,0,0.04,0.04,0,0.04,0.06,0.01,0.07,0.06,0.07,19/20
Dominic Calvert-Lewin,eng ENG,FW,Everton,22,1997,36,30,2626,29.2,13,1,14,13,0,0,9,0,15.3,15.3,1.5,16.8,40,50,156,0.45,0.03,0.48,0.45,0.48,0.52,0.05,0.57,0.52,0.57,19/20
Víctor Camarasa,es ESP,FW,Crystal Palace,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
João Cancelo,pt POR,DF,Manchester City,25,1994,17,13,1208,13.4,0,0,0,0,0,0,4,0,0.6,0.6,2.8,3.3,42,105,80,0,0,0,0,0,0.04,0.21,0.25,0.04,0.25,19/20
Todd Cantwell,eng ENG,FWMF,Norwich City,21,1998,37,30,2489,27.7,6,2,8,6,0,0,6,0,5.4,5.4,1.9,7.3,75,99,138,0.22,0.07,0.29,0.22,0.29,0.19,0.07,0.26,0.19,0.26,19/20
Étienne Capoue,fr FRA,MF,Watford,31,1988,30,30,2627,29.2,0,3,3,0,0,0,8,0,0.8,0.8,3.3,4.1,16,132,23,0,0.1,0.1,0,0.1,0.03,0.11,0.14,0.03,0.14,19/20
Andy Carroll,eng ENG,FW,Newcastle Utd,30,1989,19,4,632,7,0,4,4,0,0,0,1,0,1.2,1.2,1.4,2.6,4,17,34,0,0.57,0.57,0,0.57,0.17,0.2,0.37,0.17,0.37,19/20
Jonny Castro,es ESP,MFDF,Wolves,25,1994,35,33,2887,32.1,2,2,4,2,0,0,4,0,1.6,1.6,1.3,2.8,100,97,180,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.09,0.05,0.09,19/20
Craig Cathcart,nir NIR,DF,Watford,30,1989,29,28,2488,27.6,0,0,0,0,0,0,7,0,0.2,0.2,0.1,0.3,2,61,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,19/20
Dani Ceballos,es ESP,MF,Arsenal,22,1996,24,18,1692,18.8,0,2,2,0,0,0,1,0,0.6,0.6,1.8,2.3,60,174,38,0,0.11,0.11,0,0.11,0.03,0.09,0.12,0.03,0.12,19/20
Nathaniel Chalobah,eng ENG,MF,Watford,24,1994,22,10,930,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.3,1.7,4,35,22,0,0.1,0.1,0,0.1,0.04,0.12,0.17,0.04,0.17,19/20
Calum Chambers,eng ENG,DF,Arsenal,24,1995,14,13,1102,12.2,1,1,2,1,0,0,5,0,0.8,0.8,1.6,2.4,16,45,67,0.08,0.08,0.16,0.08,0.16,0.06,0.13,0.2,0.06,0.2,19/20
Ben Chilwell,eng ENG,DF,Leicester City,22,1996,27,27,2373,26.4,3,3,6,3,0,0,3,0,1,1,3.9,4.9,109,126,180,0.11,0.11,0.23,0.11,0.23,0.04,0.15,0.19,0.04,0.19,19/20
Tahith Chong,nl NED,FWDF,Manchester Utd,19,1999,3,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,5,0,0,0,0,0,0.13,0,0.13,0.13,0.13,19/20
Hamza Choudhury,eng ENG,MF,Leicester City,21,1997,20,10,893,9.9,1,1,2,1,0,0,4,1,0.4,0.4,0.1,0.5,5,32,10,0.1,0.1,0.2,0.1,0.2,0.04,0.01,0.05,0.04,0.05,19/20
Andreas Christensen,dk DEN,DF,Chelsea,23,1996,21,21,1751,19.5,0,0,0,0,0,0,5,0,0.5,0.5,0.9,1.4,17,75,1,0,0,0,0,0,0.03,0.05,0.07,0.03,0.07,19/20
Ciaran Clark,ie IRL,DF,Newcastle Utd,29,1989,14,14,1186,13.2,2,0,2,2,0,0,3,0,1.3,1.3,0,1.3,2,16,2,0.15,0,0.15,0.15,0.15,0.1,0,0.1,0.1,0.1,19/20
Leon Clarke,eng ENG,FWMF,Sheffield Utd,34,1985,2,0,35,0.4,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,2,0,0,0,0,0,1.19,0,1.19,1.19,1.19,19/20
Tom Cleverley,eng ENG,MF,Watford,29,1989,18,11,971,10.8,1,0,1,1,0,0,2,0,2.1,2.1,0.7,2.8,13,49,43,0.09,0,0.09,0.09,0.09,0.19,0.07,0.26,0.19,0.26,19/20
Conor Coady,eng ENG,DF,Wolves,26,1993,38,38,3420,38,0,0,0,0,0,0,5,0,0,0,0.5,0.5,3,64,0,0,0,0,0,0,0,0.01,0.01,0,0.01,19/20
Séamus Coleman,ie IRL,DF,Everton,30,1988,27,21,1839,20.4,0,1,1,0,0,0,5,1,0.9,0.9,1.7,2.7,49,77,93,0,0.05,0.05,0,0.05,0.05,0.08,0.13,0.05,0.13,19/20
Aaron Connolly,ie IRL,FW,Brighton,19,2000,24,14,1258,14,3,1,4,3,0,0,0,0,4,4,0.5,4.5,21,10,86,0.21,0.07,0.29,0.21,0.29,0.28,0.04,0.32,0.28,0.32,19/20
Lewis Cook,eng ENG,MFFW,Bournemouth,22,1997,27,14,1352,15,0,0,0,0,0,0,5,0,0.3,0.3,0.5,0.8,18,80,31,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05,19/20
Steve Cook,eng ENG,DF,Bournemouth,28,1991,29,28,2428,27,1,0,1,1,0,0,6,1,0.7,0.7,0.5,1.2,7,73,5,0.04,0,0.04,0.04,0.04,0.03,0.02,0.04,0.03,0.04,19/20
Jack Cork,eng ENG,MF,Burnley,30,1989,30,30,2613,29,0,0,0,0,0,0,1,0,2,2,1.1,3.1,13,67,31,0,0,0,0,0,0.07,0.04,0.11,0.07,0.11,19/20
Aaron Cresswell,eng ENG,DF,West Ham,29,1989,31,31,2727,30.3,3,0,3,3,0,0,7,0,1.4,1.4,3.2,4.5,43,166,97,0.1,0,0.1,0.1,0.1,0.05,0.11,0.15,0.05,0.15,19/20
Patrick Cutrone,it ITA,FW,Wolves,21,1998,12,3,297,3.3,2,0,2,2,0,0,0,0,2.2,2.2,0.3,2.5,5,1,20,0.61,0,0.61,0.61,0.61,0.68,0.08,0.76,0.68,0.76,19/20
Diogo Dalot,pt POR,DFMF,Manchester Utd,20,1999,4,1,67,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,2,3,7,0,0,0,0,0,0.39,0,0.39,0.39,0.39,19/20
Charlie Daniels,eng ENG,DF,Bournemouth,32,1986,2,2,126,1.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,2,3,0,0,0,0,0,0,0.06,0.06,0,0.06,19/20
Arnaut Danjuma,nl NED,MF,Bournemouth,22,1997,14,6,630,7,0,0,0,0,0,0,0,0,1.2,1.2,0.2,1.4,31,21,60,0,0,0,0,0,0.17,0.03,0.2,0.17,0.2,19/20
Scott Dann,eng ENG,DF,Crystal Palace,32,1987,16,14,1266,14.1,0,1,1,0,0,0,0,0,0.8,0.8,0.4,1.2,1,28,2,0,0.07,0.07,0,0.07,0.06,0.03,0.09,0.06,0.09,19/20
Kevin Danso,at AUT,DF,Southampton,20,1998,6,3,277,3.1,0,1,1,0,0,0,2,1,0.1,0.1,0.2,0.3,6,12,4,0,0.32,0.32,0,0.32,0.02,0.08,0.1,0.02,0.1,19/20
Ben Davies,wls WAL,DF,Tottenham,26,1993,18,16,1431,15.9,0,0,0,0,0,0,6,0,0.2,0.2,0.9,1.1,32,53,54,0,0,0,0,0,0.01,0.05,0.07,0.01,0.07,19/20
Tom Davies,eng ENG,MF,Everton,21,1998,30,23,2027,22.5,1,0,1,1,0,0,8,0,1.6,1.6,0.5,2.1,24,113,32,0.04,0,0.04,0.04,0.04,0.07,0.02,0.09,0.07,0.09,19/20
Keinan Davis,eng ENG,FW,Aston Villa,21,1998,18,4,548,6.1,0,0,0,0,0,0,0,0,2.7,2.7,0.2,2.9,19,9,50,0,0,0,0,0,0.44,0.03,0.47,0.44,0.47,19/20
Craig Dawson,eng ENG,DF,Watford,29,1990,29,26,2361,26.2,2,0,2,2,0,0,6,0,3,3,0.5,3.5,4,63,7,0.08,0,0.08,0.08,0.08,0.11,0.02,0.13,0.11,0.13,19/20
Kevin De Bruyne,be BEL,MF,Manchester City,28,1991,35,32,2791,31,13,20,33,11,2,2,3,0,7.3,5.8,20,25.8,139,280,257,0.42,0.64,1.06,0.35,1,0.24,0.65,0.88,0.19,0.83,19/20
Troy Deeney,eng ENG,FW,Watford,31,1988,27,26,2225,24.7,10,2,12,5,5,6,3,0,10.5,5.8,3.5,9.3,12,81,104,0.4,0.08,0.49,0.2,0.28,0.42,0.14,0.57,0.23,0.38,19/20
Fabian Delph,eng ENG,MF,Everton,29,1989,16,13,1190,13.2,0,0,0,0,0,0,5,1,0.1,0.1,0.4,0.5,19,94,9,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,19/20
Leander Dendoncker,be BEL,MFDF,Wolves,24,1995,38,32,2795,31.1,4,0,4,4,0,0,5,0,1.8,1.8,0.7,2.5,17,68,39,0.13,0,0.13,0.13,0.13,0.06,0.02,0.08,0.06,0.08,19/20
Gerard Deulofeu,es ESP,FW,Watford,25,1994,28,25,2098,23.3,4,5,9,3,1,1,3,0,6.3,5.5,4.1,9.6,123,63,170,0.17,0.21,0.39,0.13,0.34,0.27,0.17,0.45,0.24,0.41,19/20
Eric Dier,eng ENG,DFMF,Tottenham,25,1994,19,15,1344,14.9,0,2,2,0,0,0,5,0,0.9,0.9,0.4,1.3,4,37,4,0,0.13,0.13,0,0.13,0.06,0.03,0.08,0.06,0.08,19/20
Lucas Digne,fr FRA,DF,Everton,26,1993,35,35,3030,33.7,0,7,7,0,0,0,6,0,1.5,1.5,6.3,7.7,69,134,251,0,0.21,0.21,0,0.21,0.04,0.19,0.23,0.04,0.23,19/20
Issa Diop,fr FRA,DF,West Ham,22,1997,32,31,2766,30.7,3,1,4,3,0,0,8,0,1.5,1.5,1.2,2.6,7,44,2,0.1,0.03,0.13,0.1,0.13,0.05,0.04,0.09,0.05,0.09,19/20
Moussa Djenepo,ml MLI,MFDF,Southampton,21,1998,18,10,928,10.3,2,2,4,2,0,0,4,1,2.4,2.4,1.9,4.3,39,27,72,0.19,0.19,0.39,0.19,0.39,0.23,0.19,0.41,0.23,0.41,19/20
Matt Doherty,ie IRL,MFDF,Wolves,27,1992,36,32,2839,31.5,4,3,7,4,0,0,1,0,6.9,6.9,2.2,9.1,75,158,155,0.13,0.1,0.22,0.13,0.22,0.22,0.07,0.29,0.22,0.29,19/20
Abdoulaye Doucouré,ml MLI,MF,Watford,26,1993,37,36,3156,35.1,4,2,6,4,0,0,9,0,5.2,5.2,3.9,9,69,161,96,0.11,0.06,0.17,0.11,0.17,0.15,0.11,0.26,0.15,0.26,19/20
Thomas Doyle,eng ENG,MF,Manchester City,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.24,0.24,0.24,19/20
Danny Drinkwater,eng ENG,MF,Aston Villa,29,1990,4,4,259,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0,0.2,2,20,4,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,19/20
Danny Drinkwater,eng ENG,MF,Burnley,29,1990,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19/20
Josip Drmić,ch SUI,FW,Norwich City,26,1992,21,5,647,7.2,1,0,1,1,0,0,0,1,3.1,3.1,1.1,4.1,5,4,42,0.14,0,0.14,0.14,0.14,0.43,0.15,0.58,0.43,0.58,19/20
Martin Dúbravka,sk SVK,GK,Newcastle Utd,30,1989,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Ondrej Duda,sk SVK,MF,Norwich City,24,1994,10,9,724,8,0,0,0,0,0,0,0,0,0.5,0.5,1.5,2,8,25,17,0,0,0,0,0,0.06,0.19,0.25,0.06,0.25,19/20
Shane Duffy,ie IRL,DF,Brighton,27,1992,19,12,1238,13.8,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.3,4,29,2,0.07,0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,19/20
Paul Dummett,wls WAL,DF,Newcastle Utd,27,1991,16,14,1228,13.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,7,31,16,0,0,0,0,0,0,0.02,0.02,0,0.02,19/20
Lewis Dunk,eng ENG,DF,Brighton,27,1991,36,36,3230,35.9,3,3,6,3,0,0,9,0,4.5,4.5,1.5,6,18,110,5,0.08,0.08,0.17,0.08,0.17,0.13,0.04,0.17,0.13,0.17,19/20
Ederson,br BRA,GK,Manchester City,25,1993,35,35,3071,34.1,0,0,0,0,0,0,3,1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
John Egan,ie IRL,DF,Sheffield Utd,26,1992,36,36,3187,35.4,2,0,2,2,0,0,5,1,2.7,2.7,0.4,3.2,6,66,5,0.06,0,0.06,0.06,0.06,0.08,0.01,0.09,0.08,0.09,19/20
Harvey Elliott,eng ENG,DF,Liverpool,16,2003,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,19/20
Ahmed Elmohamady,eg EGY,DF,Aston Villa,31,1987,18,11,1031,11.5,1,1,2,1,0,0,1,0,0.2,0.2,2.8,3,39,47,37,0.09,0.09,0.17,0.09,0.17,0.02,0.24,0.26,0.02,0.26,19/20
Björn Engels,be BEL,DF,Aston Villa,24,1994,17,15,1447,16.1,1,0,1,1,0,0,1,0,1,0.9,0.3,1.2,5,43,2,0.06,0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.07,19/20
Christian Eriksen,dk DEN,MFFW,Tottenham,27,1992,20,10,1097,12.2,2,2,4,2,0,0,5,0,1.9,1.9,1.9,3.8,28,74,32,0.16,0.16,0.33,0.16,0.33,0.15,0.16,0.31,0.15,0.31,19/20
Jonny Evans,nir NIR,DF,Leicester City,31,1988,38,38,3383,37.6,1,1,2,1,0,0,8,1,3.7,3.7,0.7,4.4,31,157,4,0.03,0.03,0.05,0.03,0.05,0.1,0.02,0.12,0.1,0.12,19/20
Łukasz Fabiański,pl POL,GK,West Ham,34,1985,25,25,2117,23.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Fabinho,br BRA,MF,Liverpool,25,1993,28,22,2079,23.1,2,3,5,2,0,0,6,0,0.4,0.4,1.6,2.1,19,129,23,0.09,0.13,0.22,0.09,0.22,0.02,0.07,0.09,0.02,0.09,19/20
Ralf Fährmann,de GER,GK,Norwich City,30,1988,1,1,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Akin Famewo,eng ENG,MF,Norwich City,20,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Kiko Femenía,es ESP,DF,Watford,28,1991,28,26,2237,24.9,0,0,0,0,0,0,5,0,0.1,0.1,1.4,1.5,49,85,81,0,0,0,0,0,0.01,0.06,0.06,0.01,0.06,19/20
Bruno Fernandes,pt POR,MF,Manchester Utd,24,1994,14,14,1186,13.2,8,7,15,4,4,4,2,0,6.2,3,2.5,5.5,34,110,92,0.61,0.53,1.14,0.3,0.83,0.47,0.19,0.66,0.23,0.42,19/20
Gedson Fernandes,pt POR,MFDF,Tottenham,20,1999,7,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.1,9,4,15,0,0,0,0,0,0.03,0.13,0.16,0.03,0.16,19/20
Federico Fernández,ar ARG,DF,Newcastle Utd,30,1989,32,29,2620,29.1,2,2,4,2,0,0,8,0,1.4,1.4,1.2,2.6,4,43,13,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09,19/20
Fernandinho,br BRA,DF,Manchester City,34,1985,30,26,2397,26.6,0,1,1,0,0,0,9,2,1,1,0.4,1.4,51,213,7,0,0.04,0.04,0,0.04,0.04,0.01,0.05,0.04,0.05,19/20
Roberto Firmino,br BRA,FW,Liverpool,27,1991,38,34,2988,33.2,9,8,17,9,0,0,0,0,14,14,6.5,20.5,90,111,218,0.27,0.24,0.51,0.27,0.51,0.42,0.2,0.62,0.42,0.62,19/20
John Fleck,sct SCO,MF,Sheffield Utd,27,1991,30,28,2516,28,5,2,7,5,0,0,8,0,3.1,3.1,3.4,6.5,48,139,90,0.18,0.07,0.25,0.18,0.25,0.11,0.12,0.23,0.11,0.23,19/20
Phil Foden,eng ENG,FWMF,Manchester City,19,2000,23,9,901,10,5,2,7,5,0,0,0,0,3.3,3.3,1.2,4.5,36,49,102,0.5,0.2,0.7,0.5,0.7,0.33,0.12,0.45,0.33,0.45,19/20
Pablo Fornals,es ESP,MFFW,West Ham,23,1996,36,24,2172,24.1,2,5,7,2,0,0,3,0,2.3,2.3,2.5,4.8,45,91,156,0.08,0.21,0.29,0.08,0.29,0.1,0.1,0.2,0.1,0.2,19/20
Ben Foster,eng ENG,GK,Watford,36,1983,38,38,3420,38,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,21,1998,3,2,136,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4,4,11,0,0,0,0,0,0.05,0.07,0.11,0.05,0.11,19/20
Dimitri Foulquier,fr FRA,DFMF,Watford,26,1993,3,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,19/20
Juan Foyth,ar ARG,DF,Tottenham,21,1998,4,1,68,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.04,0.04,0,0.04,19/20
Simon Francis,eng ENG,DF,Bournemouth,34,1985,15,10,969,10.8,0,0,0,0,0,0,5,1,0.1,0.1,0.2,0.4,5,26,16,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,19/20
Ryan Fraser,sct SCO,MFFW,Bournemouth,25,1994,28,21,2067,23,1,4,5,1,0,0,2,0,3.7,3.7,3.9,7.6,99,100,164,0.04,0.17,0.22,0.04,0.22,0.16,0.17,0.33,0.16,0.33,19/20
Fred,br BRA,MF,Manchester Utd,26,1993,29,23,2163,24,0,0,0,0,0,0,8,0,1.7,1.7,2.1,3.8,28,158,39,0,0,0,0,0,0.07,0.09,0.16,0.07,0.16,19/20
Ryan Fredericks,eng ENG,DF,West Ham,26,1992,27,25,2237,24.9,0,3,3,0,0,0,7,0,0.1,0.1,2.6,2.7,63,72,110,0,0.12,0.12,0,0.12,0.01,0.1,0.11,0.01,0.11,19/20
Kieron Freeman,wls WAL,FW,Sheffield Utd,27,1992,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Luke Freeman,eng ENG,MF,Sheffield Utd,27,1992,11,3,366,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,14,20,23,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,19/20
Christian Fuchs,at AUT,DF,Leicester City,33,1986,11,8,772,8.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,8,46,18,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,19/20
Eric García,es ESP,DF,Manchester City,18,2001,13,8,793,8.8,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,7,53,0,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,19/20
James Garner,eng ENG,MF,Manchester Utd,18,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Dwight Gayle,eng ENG,FW,Newcastle Utd,28,1990,20,10,850,9.4,4,2,6,4,0,0,2,0,4.3,4.3,0.8,5.1,7,7,43,0.42,0.21,0.64,0.42,0.64,0.46,0.09,0.54,0.46,0.54,19/20
Paulo Gazzaniga,ar ARG,GK,Tottenham,27,1992,18,17,1613,17.9,0,0,0,0,0,0,1,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,19/20
Jean-Philippe Gbamin,ci CIV,MF,Everton,23,1995,2,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,19/20
David de Gea,es ESP,GK,Manchester Utd,28,1990,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/20
Anwar El Ghazi,nl NED,FWMF,Aston Villa,24,1995,34,26,2051,22.8,4,4,8,3,1,1,3,0,6.2,5.4,2.7,8.2,65,47,155,0.18,0.18,0.35,0.13,0.31,0.27,0.12,0.39,0.24,0.36,19/20
Morgan Gibbs-White,eng ENG,MFFW,Wolves,19,2000,7,1,129,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,6,11,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,19/20
Billy Gilmour,sct SCO,MF,Chelsea,18,2001,6,2,194,2.2,0,0,0,0,0,0,0,0,0,0,0.1,0.2,4,11,3,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,19/20
Olivier Giroud,fr FRA,FW,Chelsea,32,1986,18,12,993,11,8,0,8,8,0,0,1,0,7.3,7.3,0.9,8.2,6,7,59,0.73,0,0.73,0.73,0.73,0.66,0.08,0.74,0.66,0.74,19/20
Ben Godfrey,eng ENG,DF,Norwich City,21,1998,30,30,2644,29.4,0,0,0,0,0,0,3,1,0.7,0.7,0.1,0.8,23,76,2,0,0,0,0,0,0.02,0,0.03,0.02,0.03,19/20
André Gomes,pt POR,MF,Everton,26,1993,19,17,1458,16.2,0,1,1,0,0,0,6,0,0.2,0.2,1.1,1.2,10,105,16,0,0.06,0.06,0,0.06,0.01,0.07,0.08,0.01,0.08,19/20
Angel Gomes,eng ENG,MF,Manchester Utd,18,2000,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,4,2,0,0,0,0,0,0,0.59,0.59,0,0.59,19/20
Joe Gomez,eng ENG,DF,Liverpool,22,1997,28,22,2004,22.3,0,0,0,0,0,0,7,0,0,0,0.2,0.2,17,115,11,0,0,0,0,0,0,0.01,0.01,0,0.01,19/20
Anthony Gordon,eng ENG,MFFW,Everton,18,2001,11,4,440,4.9,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,13,9,26,0,0.2,0.2,0,0.2,0.06,0.08,0.14,0.06,0.14,19/20
Dan Gosling,eng ENG,MF,Bournemouth,29,1990,24,14,1264,14,3,1,4,3,0,0,3,0,2.9,2.9,1.1,4,10,55,36,0.21,0.07,0.28,0.21,0.28,0.21,0.08,0.28,0.21,0.28,19/20
Andre Gray,jm JAM,FW,Watford,28,1991,23,7,755,8.4,2,0,2,2,0,0,1,0,2.4,2.4,1.8,4.2,6,15,64,0.24,0,0.24,0.24,0.24,0.29,0.21,0.5,0.29,0.5,19/20
Demarai Gray,eng ENG,MFFW,Leicester City,23,1996,21,3,622,6.9,2,3,5,2,0,1,1,0,2.8,2,2.1,4,40,21,78,0.29,0.43,0.72,0.29,0.72,0.4,0.3,0.7,0.28,0.59,19/20
Jack Grealish,eng ENG,FWMF,Aston Villa,23,1995,36,36,3233,35.9,8,6,14,8,0,1,8,0,6.8,6,7.4,13.4,212,197,209,0.22,0.17,0.39,0.22,0.39,0.19,0.21,0.4,0.17,0.37,19/20
Mason Greenwood,eng ENG,FW,Manchester Utd,17,2001,31,12,1320,14.7,10,1,11,10,0,0,0,0,2.9,2.9,1,3.9,32,37,116,0.68,0.07,0.75,0.68,0.75,0.2,0.07,0.27,0.2,0.27,19/20
