first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,season,now_cost,element_type
Jonas,Lössl,0,1,99,2777,54,40.3,764.2,4,9,541,80.7,5,0,1,1.5,18/19,44,NA
Christopher,Schindler,1,1,76,3260,72,35.8,679.4,169,7,517,88.7,5,1,4,2,18/19,42,NA
Chris,Löwe,0,4,49,2052,55,379.9,325.8,183,6,313,88.8,1,0,2,0.1,18/19,44,NA
Tommy,Smith,0,0,9,1141,37,116.2,161.4,36,0,141,31.5,1,1,2,0.1,18/19,44,NA
Mathias,Jorgensen,3,1,67,2147,38,103.7,544.2,169,4,402,81.9,3,0,6,2.3,18/19,44,NA
Scott,Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,18/19,40,NA
Florent,Hadergjonaj,0,0,50,1837,36,395.7,286.8,80,1,307,76.2,4,0,1,0.1,18/19,43,NA
Terence,Kongolo,1,1,60,2716,65,138.5,581,160,4,429,88.1,4,0,4,0.2,18/19,43,NA
Aaron,Mooy,3,1,76,2326,48,725.2,510.8,359,5,411,159.7,3,0,4,1,18/19,50,NA
Rajiv,van La Parra,0,0,10,405,6,57.6,27.8,41,0,13,12.6,1,0,0,0,18/19,46,NA
Jonathan,Hogg,0,1,54,2369,44,271.1,390.4,70,3,326,72.5,5,1,8,0.2,18/19,44,NA
Philip,Billing,2,0,63,2187,43,341,494.6,375,4,317,121.3,5,0,7,1,18/19,45,NA
Tom,Ince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,50,NA
Danny,Williams,0,0,6,94,1,11.4,8.6,1,0,12,2,1,0,1,0,18/19,45,NA
Abdelhamid,Sabiri,0,0,2,48,3,0.5,4.2,2,0,6,0.7,0,0,0,0,18/19,43,NA
Alex,Pritchard,2,0,69,2079,40,497.9,297.4,546,2,251,134,7,0,2,0.1,18/19,48,NA
Ramadan,Sobhi,0,0,4,75,2,48.2,15.4,6,0,13,6.9,0,0,0,0.1,18/19,47,NA
Juninho,Bacuna,1,0,39,1410,37,278.8,246.4,131,1,179,65.9,0,0,4,0.4,18/19,42,NA
Collin,Quaner,0,0,2,37,2,13.7,2.2,0,0,3,1.6,0,0,0,3.5,18/19,43,NA
Laurent,Depoitre,0,1,34,1058,23,124.3,51.6,381,0,40,54.8,0,0,1,0.3,18/19,51,NA
Steve,Mounie,2,4,69,1767,38,251.7,226.4,788,4,153,123.9,5,1,1,0.2,18/19,58,NA
Elias,Kachunga,0,0,29,1175,30,109,83.6,180,0,41,36.7,1,0,2,0.1,18/19,48,NA
Erik,Durm,0,1,49,2049,45,209.2,281.8,114,2,297,60.7,3,0,0,0.1,18/19,44,NA
Adama,Diakhaby,0,1,19,548,16,80.6,40,115,0,38,23.4,1,0,1,0,18/19,45,NA
Isaac,Mbenza,1,1,38,977,25,118.5,110.4,174,0,127,40,0,0,1,0,18/19,59,NA
Jon Gorenc,Stankovic,1,0,24,715,20,28.2,166.6,101,2,127,29.5,2,0,2,2.9,18/19,39,NA
Ryan,Schofield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,40,NA
Karlan,Grant,3,2,45,873,23,109.6,141.8,308,5,123,55.9,1,0,0,0.2,18/19,50,NA
Joel,Coleman,0,0,2,90,1,0,14.8,0,0,13,1.5,0,0,0,0,18/19,40,NA
Demeaco,Duhaney,0,0,1,45,0,1.6,3.8,0,0,1,0.5,0,0,0,0,18/19,40,NA
Matthew,Daly,0,0,2,73,1,1,0.6,2,0,5,0.4,0,0,0,0,18/19,45,NA
Aaron,Rowe,0,0,2,68,1,1.2,0,0,0,-2,0,0,0,0,0,18/19,45,NA
Kasper,Schmeichel,0,0,120,3420,48,10,756.8,4,6,618,76.9,10,0,3,4.7,18/19,50,NA
Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,43,NA
Wes,Morgan,3,0,76,1924,28,40.1,471,293,7,365,80.5,6,2,1,1.6,18/19,45,NA
Christian,Fuchs,0,0,3,206,5,85.6,50.4,14,0,38,14.9,0,0,0,0.4,18/19,41,NA
Danny,Simpson,0,0,12,289,4,13.2,74.6,2,0,50,9,1,0,0,0.2,18/19,42,NA
Yohan,Benalouane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,18/19,39,NA
Benjamin,Chilwell,0,5,118,3240,43,674.6,721,298,8,578,170,10,0,4,2.8,18/19,50,NA
Harry,Maguire,3,1,92,2596,41,165.3,715.8,462,10,533,134.3,6,1,6,8.3,18/19,54,NA
Ricardo Domingos,Barbosa Pereira,2,8,146,3123,45,517.6,889,430,22,693,183.7,10,0,7,10.6,18/19,53,NA
Jonny,Evans,1,0,77,1993,26,66.1,460,158,3,418,68.5,8,0,2,0.4,18/19,48,NA
Marc,Albrighton,2,2,63,1617,17,446.8,371.2,242,4,279,106.1,5,0,3,0.3,18/19,51,NA
Demarai,Gray,4,1,84,1978,29,310.2,320.2,599,3,244,122.5,6,0,2,0.9,18/19,54,NA
Daniel,Amartey,0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,18/19,43,NA
Wilfred,Ndidi,2,0,89,3295,47,342.4,726,346,4,571,141.6,9,0,8,0.8,18/19,49,NA
Vicente,Iborra,0,0,9,224,4,27.8,26.8,25,0,31,8,0,0,0,0,18/19,47,NA
Matty,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,44,NA
Hamza,Choudhury,0,0,20,593,4,73.7,119.6,51,0,80,24.6,4,0,0,0.1,18/19,43,NA
Adrien Sebastian,Perruchet Silva,0,0,3,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.1,18/19,47,NA
Fousseni,Diabaté,0,0,1,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,18/19,46,NA
James,Maddison,7,7,137,2831,44,1515,801.4,769,12,619,308.4,8,1,3,5.2,18/19,66,NA
Jamie,Vardy,18,5,174,2726,36,419.9,822,1206,31,598,244.6,11,1,3,10.3,18/19,90,NA
Shinji,Okazaki,0,1,25,269,4,28.6,45.6,90,0,59,16.3,0,0,0,0.5,18/19,51,NA
Kelechi,Iheanacho,1,5,58,924,16,209.4,135.8,230,3,160,56.9,1,0,2,0.8,18/19,57,NA
Danny,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,43,NA
Rachid,Ghezzal,1,0,28,733,13,307,147.8,228,2,112,68.3,1,0,3,0.1,18/19,50,NA
Filip,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,50,NA
Çaglar,Söyüncü,0,0,9,371,4,6.8,76.6,22,0,48,10.6,0,0,1,0,18/19,48,NA
Nampalys,Mendy,0,1,58,2085,29,135.5,235.8,23,0,291,39.5,7,0,5,0.9,18/19,43,NA
Josh,Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,40,NA
Harvey,Barnes,1,3,43,1001,16,242,172.8,534,1,139,94.8,1,0,0,0.2,18/19,55,NA
Youri,Tielemans,3,5,63,1087,14,269.7,299,249,6,267,81.8,3,0,2,1.7,18/19,60,NA
Simon,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,47,NA
Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,49,NA
Dejan,Lovren,1,1,63,986,7,29.1,255.8,72,9,258,35.7,6,0,1,1.5,18/19,49,NA
Alberto,Moreno,0,0,4,154,2,42,20,5,0,24,6.7,0,0,0,0.2,18/19,41,NA
Joseph,Gomez,0,0,55,1059,4,92.1,209.8,44,2,268,34.7,7,0,2,1,18/19,48,NA
Joel,Matip,1,0,83,1535,12,57.9,414.6,85,7,402,55.9,9,0,3,1.1,18/19,49,NA
Ragnar,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,44,NA
Trent,Alexander-Arnold,1,13,185,2460,14,837.4,734.4,276,25,753,184.7,16,0,3,26.9,18/19,58,NA
Virgil,van Dijk,4,4,208,3384,22,111.1,993.6,455,22,932,156.1,20,0,1,32.3,18/19,67,NA
Andrew,Robertson,0,12,213,3216,20,767.2,748.8,318,29,906,183.6,21,0,4,33,18/19,67,NA
Alex,Oxlade-Chamberlain,0,0,2,19,0,10.8,10.2,19,0,7,4,0,0,0,0.1,18/19,64,NA
Jordan,Henderson,1,3,76,1976,14,311.7,358.8,182,2,397,85.4,12,1,1,0.7,18/19,53,NA
Adam,Lallana,0,1,23,460,3,139,85.4,113,0,96,33.8,3,0,1,0.6,18/19,69,NA
Sadio,Mané,22,3,231,3076,21,692.8,1015.8,1332,24,703,304,19,0,2,38.6,18/19,103,NA
Georginio,Wijnaldum,3,1,108,2723,16,405.2,437.6,338,9,470,118.4,18,0,3,1.4,18/19,55,NA
Mohamed,Salah,22,12,259,3254,20,973.9,1186.8,2168,18,687,432.7,21,0,1,33.9,18/19,132,NA
James,Milner,5,5,101,1778,13,725.2,587.2,374,12,448,169.2,9,1,5,2.5,18/19,56,NA
Fabio Henrique,Tavares,1,2,65,2011,14,283.4,406.2,173,0,305,86.4,11,0,6,0.6,18/19,55,NA
Naby,Keita,2,1,67,1385,8,213.1,293.6,356,3,246,86.3,10,0,0,1.5,18/19,71,NA
Roberto,Firmino,12,8,160,2606,15,670.1,774.8,1240,24,647,267.8,19,0,0,14.2,18/19,93,NA
Xherdan,Shaqiri,6,5,88,1052,6,344.7,363.6,282,4,302,99.1,7,0,2,2.1,18/19,68,NA
Alisson,Ramses Becker,0,0,176,3420,22,0.1,677,0,9,771,67.6,21,0,1,23.4,18/19,59,NA
Daniel,Sturridge,2,1,34,498,5,117.6,117.6,186,2,121,41.7,2,0,1,1,18/19,56,NA
Divock,Origi,3,1,32,364,2,45,143.4,195,1,122,38.2,3,0,0,0.3,18/19,50,NA
Rafael,Camacho,0,0,1,1,1,0,2,0,0,3,0.2,0,0,0,0,18/19,50,NA
Curtis,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,45,NA
Riyad,Mahrez,7,4,102,1331,9,450.8,459.4,731,14,349,164.1,4,0,0,1.7,18/19,82,NA
Ederson,Santana de Moraes,0,1,169,3420,23,33,535.2,0,6,700,56.8,20,0,2,22.9,18/19,57,NA
Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,48,NA
John,Stones,0,0,83,1761,15,115.5,376.6,49,9,431,54.1,9,0,1,4.6,18/19,52,NA
Vincent,Kompany,1,0,58,1220,7,44.2,329,55,4,294,43,6,0,6,1.7,18/19,52,NA
Nicolás,Otamendi,0,0,70,1233,7,53.7,281.2,143,5,335,47.8,9,0,1,2.6,18/19,60,NA
Kyle,Walker,1,1,150,2776,17,448.4,498.8,183,11,684,113.1,18,0,3,12.1,18/19,64,NA
Danilo Luiz,da Silva,1,0,46,805,7,118,165.2,99,7,202,38.2,4,0,1,0.6,18/19,48,NA
Benjamin,Mendy,0,6,59,900,6,222.7,250.8,70,6,262,54.2,4,0,1,5.9,18/19,61,NA
Aymeric,Laporte,3,3,177,3056,21,239.3,790,278,16,768,131.2,18,0,3,16.7,18/19,63,NA
Fabian,Delph,0,1,29,722,9,97.8,153.8,24,2,186,27.5,3,1,1,0.3,18/19,53,NA
Raheem,Sterling,17,15,234,2770,19,937.4,1060,1572,25,743,357.1,17,0,3,24.8,18/19,117,NA
David,Silva,6,8,143,2399,14,1150.3,715.2,1092,14,614,295.8,16,0,2,4.4,18/19,85,NA
Fernando,Luiz Rosa,1,3,79,2375,15,396.8,534.6,208,4,444,114.2,12,0,5,2.9,18/19,53,NA
Kevin,De Bruyne,2,3,59,968,3,562.3,301.4,317,8,268,117.9,6,0,2,3.4,18/19,96,NA
Ilkay,Gündogan,6,3,113,2129,15,819.7,548.8,447,10,528,181.6,13,0,3,2.3,18/19,54,NA
Leroy,Sané,10,12,156,1857,14,645,716.8,1039,13,520,240.3,9,0,1,7.3,18/19,93,NA
Bernardo Mota,Veiga de Carvalho e Silva,7,8,154,2849,22,1026.3,796.4,1069,17,649,289.6,15,0,3,13.6,18/19,78,NA
Phil,Foden,1,0,25,328,0,133.8,85,208,3,93,42.6,2,0,0,0.2,18/19,45,NA
Brahim,Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,47,NA
Oleksandr,Zinchenko,0,3,44,1151,4,278.6,279.2,77,1,230,63.5,9,0,1,0.2,18/19,47,NA
Sergio,Agüero,21,11,201,2457,15,523.7,946.6,1685,26,740,315.4,17,0,4,42.7,18/19,120,NA
Gabriel Fernando,de Jesus,7,3,79,1017,11,300.5,395.2,864,7,259,156.3,2,0,1,1.6,18/19,99,NA
Arijanet,Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,45,NA
Philippe,Sandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,40,NA
David,de Gea,0,0,120,3420,54,0,846,0,7,636,84.5,7,0,1,16.2,18/19,57,NA
Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,49,NA
Chris,Smalling,1,0,56,2127,36,31,453.4,176,3,335,66,4,0,1,1.4,18/19,56,NA
Phil,Jones,0,1,43,1261,17,44.8,300.8,42,3,273,39,3,0,1,0.5,18/19,51,NA
Luke,Shaw,1,5,91,2591,39,505.6,586.2,287,11,489,138.1,6,0,11,8.1,18/19,51,NA
Marcos,Rojo,0,0,2,209,5,3.1,42.2,63,0,15,10.9,0,0,2,0.1,18/19,49,NA
Antonio,Valencia,0,0,17,466,5,111.2,61.4,6,1,92,17.9,2,0,2,0.7,18/19,64,NA
Matteo,Darmian,0,0,14,443,8,34.9,84.2,7,2,83,12.6,1,0,0,0.2,18/19,46,NA
Daley,Blind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,50,NA
Eric,Bailly,0,0,16,636,13,3.4,125,35,0,109,16.5,1,1,0,1.3,18/19,50,NA
Victor,Lindelöf,1,1,85,2600,40,75.3,533,118,9,527,72.8,6,0,1,5.2,18/19,49,NA
Ashley,Young,2,3,73,2568,44,650.5,554.4,124,4,450,133,4,1,8,1.7,18/19,57,NA
José Diogo,Dalot Teixeira,0,2,27,1009,18,259,184.4,94,0,171,53.7,1,0,3,0.2,18/19,53,NA
Alexis,Sánchez,1,5,47,869,10,297.2,207.6,307,1,168,81.1,2,0,3,1.2,18/19,100,NA
Nemanja,Matic,1,0,59,2437,37,247.9,477.6,183,2,371,90.9,6,1,6,0.7,18/19,50,NA
Juan,Mata,3,4,70,1284,15,464,258.4,262,7,274,98.6,5,0,3,1.2,18/19,61,NA
Marouane,Fellaini,0,2,26,746,14,65.6,172.2,145,0,119,38.1,1,0,1,0.4,18/19,48,NA
Ander,Herrera,2,3,62,1397,18,234.6,399.2,257,6,302,89.2,5,0,4,0.5,18/19,50,NA
Jesse,Lingard,4,3,78,1657,26,306.1,310,395,5,270,101.1,3,0,3,2.6,18/19,67,NA
Anthony,Martial,10,4,122,1613,25,503.3,532.8,755,13,389,178.9,5,0,2,3.4,18/19,72,NA
Paul,Pogba,13,10,179,3007,43,822.3,1096.8,1246,19,648,316.9,8,0,6,33.7,18/19,86,NA
Scott,McTominay,2,0,38,862,18,33.1,175.4,180,4,152,38.8,1,0,1,1.2,18/19,42,NA
Frederico,Rodrigues de Paula Santos,1,2,40,1039,19,203.2,177.6,87,3,180,46.9,1,0,2,1.2,18/19,53,NA
Marcus,Rashford,10,7,128,2331,35,542.3,650,1064,14,425,224.6,6,1,3,21.9,18/19,73,NA
Romelu,Lukaku,12,1,115,2126,38,330.2,550.6,1052,14,361,193.5,4,0,4,3.9,18/19,107,NA
Andreas,Pereira,1,1,27,590,13,139.5,132.8,67,2,115,33.8,1,0,5,0.3,18/19,45,NA
Lee,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,48,NA
Angel,Gomes,0,0,2,25,1,2.3,5.2,18,0,4,2.6,0,0,0,0,18/19,50,NA
James,Garner,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,18/19,45,NA
Tahith,Chong,0,0,2,37,1,2.1,6.2,39,0,3,4.7,0,0,0,0,18/19,45,NA
Mason,Greenwood,0,0,4,115,2,43.3,24,90,0,12,15.7,0,0,0,0.2,18/19,45,NA
Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,43,NA
Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,44,NA
Martin,Dubravka,0,0,131,3420,48,0,783.6,0,10,647,78.4,11,0,1,1,18/19,50,NA
DeAndre,Yedlin,1,2,63,2472,41,406.3,436.4,113,1,325,95.8,5,1,6,0.9,18/19,45,NA
Ciaran,Clark,3,0,42,857,15,25,293.2,105,4,194,42.6,2,0,1,0.2,18/19,45,NA
Jamaal,Lascelles,0,1,95,2745,36,46.8,632.4,113,8,539,79.6,10,0,4,3.1,18/19,47,NA
Paul,Dummett,0,0,67,1986,27,94,424.2,58,3,365,57.6,7,0,1,0.2,18/19,44,NA
Florian,Lejeune,0,0,35,1054,13,82.5,211.6,59,0,209,35.3,4,0,0,0.1,18/19,44,NA
Javier,Manquillo,0,3,53,1098,16,127.3,231,28,5,231,38.8,4,0,2,0.3,18/19,43,NA
Chancel,Mbemba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,40,NA
Matt,Ritchie,2,8,110,2927,40,973.8,712.4,448,7,504,213.6,10,0,9,0.6,18/19,58,NA
Jonjo,Shelvey,1,1,39,943,13,351.7,226.2,154,2,170,73.2,5,0,1,0.3,18/19,53,NA
Mohamed,Diamé,0,0,56,2162,32,82.9,310.8,204,0,213,60,7,0,3,0.1,18/19,48,NA
Christian,Atsu,1,1,55,1481,18,273,218.8,331,0,175,82.3,6,0,2,0.1,18/19,51,NA
Jacob,Murphy,0,1,16,296,8,31.1,53.6,22,0,50,10.7,1,0,0,0,18/19,47,NA
Mikel,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,50,NA
Isaac,Hayden,1,4,69,1857,25,298.8,412,232,5,306,94.4,7,1,3,1.4,18/19,43,NA
Sung-yueng,Ki,0,1,38,1298,20,258.4,163.2,45,1,197,46.7,4,0,2,0.1,18/19,47,NA
Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,60,NA
Ayoze,Pérez,12,2,141,2916,35,585.6,783.6,954,19,541,232.1,11,0,2,3.4,18/19,61,NA
Jose Luis,Mato Sanmartín,2,0,30,586,15,35.9,121.4,290,3,89,44.6,1,0,1,2.1,18/19,47,NA
Robert Kenedy,Nunes do Nascimento,1,1,50,1337,18,187.9,212.8,297,1,161,69.8,6,0,1,0.5,18/19,47,NA
Fabian,Schär,4,1,93,2000,23,148.6,669.4,220,9,403,103.8,7,0,12,1.3,18/19,45,NA
Yoshinori,Muto,1,0,24,514,10,66.8,71.8,140,0,65,27.4,1,0,1,0.1,18/19,56,NA
Salomón,Rondón,11,8,148,2601,31,468,645.6,1249,20,466,236,9,0,1,7.7,18/19,59,NA
Federico,Fernández,0,2,47,1482,24,63.7,350,70,5,277,48.5,3,0,2,0.2,18/19,44,NA
Jamie,Sterry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,40,NA
Sean,Longstaff,1,1,26,686,9,71.8,130.4,106,1,117,30.9,3,0,2,0,18/19,45,NA
Frederick,Woodman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,18/19,40,NA
Callum,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,45,NA
Miguel,Almirón,0,2,28,758,11,189.8,121.4,235,0,107,54.6,3,0,0,0.2,18/19,60,NA
Antonio,Barreca,0,0,1,4,0,0,0.2,0,0,3,0,0,0,0,0,18/19,41,NA
Kelland,Watts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,45,NA
Lewis,Cass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,40,NA
Danny,Ings,7,3,90,1650,27,346.9,433.8,808,11,310,158.4,5,0,1,3.2,18/19,54,NA
Alex,McCarthy,0,0,73,2250,44,0,585.2,0,6,414,58.6,4,0,1,2,18/19,43,NA
Fraser,Forster,0,0,2,90,3,0,22.2,0,0,13,2.2,0,0,0,0.6,18/19,42,NA
Ryan,Bertrand,1,0,56,2160,42,379.4,326.8,123,1,291,82.6,6,0,8,2.4,18/19,48,NA
Maya,Yoshida,0,1,44,1518,29,57.4,387,189,4,278,63.4,3,0,0,1.1,18/19,41,NA
Cédric,Soares,1,2,52,1493,31,226.5,309,103,7,273,63.9,4,0,4,2.1,18/19,42,NA
Jack,Stephens,1,0,47,1697,35,65.5,394.4,143,4,282,60.4,3,0,4,0.3,18/19,42,NA
Sam,McQueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,18/19,40,NA
Jan,Bednarek,0,1,49,2150,37,108.8,616,91,3,365,81.9,3,0,7,7.4,18/19,40,NA
Wesley,Hoedt,0,0,29,1170,24,20,283.6,41,3,206,34.7,4,0,2,0.2,18/19,42,NA
Steven,Davis,0,1,9,97,4,41.6,38.8,2,2,39,8.2,0,0,0,0,18/19,46,NA
James,Ward-Prowse,7,0,94,1940,41,695.8,592,387,15,390,167.4,3,0,4,3.7,18/19,51,NA
Oriol,Romeu Vidal,1,0,55,2131,37,158.4,455.2,124,3,282,74,6,0,11,2.2,18/19,42,NA
Pierre-Emile,Højbjerg,4,3,90,2760,59,445.6,616,421,8,477,148.8,4,2,7,3.2,18/19,44,NA
Sofiane,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,55,NA
Joshua,Sims,0,1,11,208,6,18.5,21.8,56,0,27,9.6,0,0,0,0,18/19,44,NA
Nathan,Redmond,6,5,137,3272,58,802.3,665.4,950,12,433,241.4,9,0,3,6.9,18/19,55,NA
Mario,Lemina,1,2,50,1612,37,214.7,313,188,2,270,71.6,4,0,5,0.2,18/19,47,NA
Stuart,Armstrong,3,4,75,1421,26,392.4,305.6,379,3,269,107.5,5,0,2,0.2,18/19,51,NA
Mohamed,Elyounoussi,0,0,28,785,10,228.3,94.2,220,0,91,54.2,4,0,0,0.1,18/19,60,NA
Shane,Long,5,2,66,1260,24,179.2,248.6,417,5,191,84.2,2,0,3,4.9,18/19,47,NA
Charlie,Austin,2,2,46,970,17,115.3,158.4,405,1,117,67.4,5,0,1,0.4,18/19,55,NA
Manolo,Gabbiadini,1,0,23,468,12,72.7,74.4,167,3,56,30.8,0,0,0,0.1,18/19,56,NA
Guido,Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,55,NA
Angus,Gunn,0,0,47,1080,18,0,239.2,0,4,206,23.8,3,0,0,1.1,18/19,43,NA
Jannik,Vestergaard,0,0,50,2027,31,76.6,576.6,104,0,396,75.9,4,0,2,0.2,18/19,46,NA
Matt,Targett,1,3,36,1185,25,366.8,314.2,181,3,229,86.2,0,0,2,0.1,18/19,42,NA
Michael,Obafemi,1,1,13,134,3,27.4,62.6,127,0,46,21.6,0,0,1,0,18/19,50,NA
Yan,Valery,2,1,54,1709,30,124.7,329.4,157,0,251,60.7,3,1,3,4.1,18/19,41,NA
Tyreke,Johnson,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,18/19,45,NA
Kayne,Ramsay,0,0,1,90,3,0,11.2,0,0,9,1.1,0,0,0,0,18/19,40,NA
Callum,Slattery,0,0,4,110,1,2.6,15.8,24,0,12,4.2,0,0,0,0,18/19,45,NA
Sam,Gallagher,0,0,4,32,1,0.3,0,0,0,6,0,0,0,0,0.1,18/19,45,NA
Alfie,Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,40,NA
Hugo,Lloris,0,0,145,2970,33,0,858.2,0,10,691,86,12,0,0,6.2,18/19,54,NA
Michel,Vorm,0,0,5,180,4,0,66.8,0,1,36,6.6,0,0,0,0.1,18/19,47,NA
Toby,Alderweireld,0,0,107,2921,31,139.1,690.2,229,7,651,105.7,12,0,3,3.7,18/19,60,NA
Danny,Rose,0,4,86,1792,16,416.6,343.6,216,5,352,97.6,8,0,5,1.1,18/19,58,NA
Jan,Vertonghen,1,0,67,1911,23,116.7,445.4,165,7,390,72.7,6,1,3,4,18/19,59,NA
Ben,Davies,0,0,66,1837,26,256.6,388.2,176,5,361,82.3,6,0,2,1.7,18/19,56,NA
Kieran,Trippier,1,5,118,2275,23,827,601.6,121,16,573,155,10,0,2,15.2,18/19,60,NA
Kyle,Walker-Peters,0,3,28,374,4,104.9,107.4,20,4,112,23.1,2,0,1,0.7,18/19,42,NA
Davinson,Sánchez,1,2,78,1941,22,60.3,454.2,183,4,412,70,6,0,2,1.6,18/19,58,NA
Serge,Aurier,0,2,24,562,9,108.4,151.6,45,0,116,30.5,2,0,1,0.5,18/19,57,NA
Eric,Dier,3,0,56,1504,18,150.1,363.4,121,3,269,63.6,5,0,4,0.9,18/19,47,NA
Mousa,Dembélé,0,0,14,512,6,17.5,51,1,0,74,7.1,1,0,1,0.7,18/19,49,NA
Erik,Lamela,4,4,67,965,12,339.9,263.8,441,5,231,104.1,4,0,2,0.3,18/19,59,NA
Christian,Eriksen,8,12,161,2770,37,1148.7,876,801,15,675,283,8,0,3,7.7,18/19,92,NA
Bamidele,Alli,5,4,94,1822,21,436.6,467.2,681,8,356,158.5,8,0,4,2.5,18/19,88,NA
Victor,Wanyama,1,0,24,511,4,45,113.2,80,2,105,23.9,3,0,2,0.1,18/19,49,NA
Heung-Min,Son,12,8,159,2033,23,508,690.6,1002,17,489,219.9,10,1,2,10.6,18/19,86,NA
Harry,Winks,1,0,53,1589,17,168.6,268.2,71,3,275,50.7,6,0,4,0.1,18/19,55,NA
Moussa,Sissoko,0,3,76,2329,28,380.7,329,193,3,395,90.2,11,0,2,0.3,18/19,49,NA
Lucas,Rodrigues Moura da Silva,10,2,131,2115,18,415.6,556.4,650,8,340,161.9,14,0,3,11.9,18/19,69,NA
Fernando,Llorente,1,4,41,681,8,189.5,138,307,3,104,63.1,2,0,2,1.5,18/19,51,NA
Harry,Kane,17,6,160,2423,31,430,824.6,1359,24,561,261.3,9,0,5,12.4,18/19,126,NA
Georges-Kévin,Nkoudou,0,1,4,4,0,14.3,19,0,0,17,3.3,0,0,0,0,18/19,48,NA
Luke,Amos,0,0,1,2,0,0.1,2.2,0,0,3,0.2,0,0,0,0.1,18/19,43,NA
Paulo,Gazzaniga,0,0,13,270,2,0,82.8,0,0,64,8.2,1,0,0,0,18/19,45,NA
Alfie,Whiteman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,18/19,40,NA
Oliver,Skipp,0,0,12,214,1,20.5,35.2,12,0,40,7,2,0,0,0,18/19,45,NA
Juan,Foyth,1,0,35,888,12,59.8,248.6,53,4,172,36.3,3,1,3,0.2,18/19,50,NA
Timothy,Eyoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,40,NA
Kazaiah,Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,45,NA
George,Marsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,45,NA
Vincent,Janssen,0,0,3,36,0,1.6,6.2,57,0,4,6.5,0,0,0,0.1,18/19,45,NA
Heurelho,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,18/19,42,NA
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,43,NA
Younes,Kaboul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,18/19,42,NA
Craig,Cathcart,3,0,93,3095,54,25.5,719.6,262,5,552,100.8,6,0,2,3.2,18/19,45,NA
