player,nation,pos,team_name,age,born,match_ply,starts,min,mp_90,goals_scored,assists,goals_assists,goals_pen_kicks,pen_kicks,pen_kicks_att,yellow_cards,red_cards,xg,npxg,xag,npxg_xag,prog_carries,prog_passes,prog_rec,goals_90,assists_90,goals_assists_90,goals_pen_kicks_90,goals_assists_pen_kicks_90,xg_90,xag_90,xg_xag_90,npxg_90,npxg_xag_90,season,gk_goals_against,gk_goals_against_90,gk_shots_target_against,gk_saves,gk_saves_perc,gk_clean_sheets,gk_clean_sheets_perc,gk_pen_kicks_att,gk_pen_kicks_allowed,gk_pen_kicks_saved,gk_pen_kicks_missed,gk_pen_kicks_saved_perc
Angelo Ogbonna,ITA,DF,West Ham,30,1988,24,20,1874,20.8,1,1,2,1,0,0,2,0,1.8,1.8,0.9,2.8,6,43,1,0.05,0.05,0.1,0.05,0.1,0.09,0.04,0.13,0.09,0.13,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefano Okaka,ITA,FW,Watford,28,1989,2,0,24,0.3,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,1,1,7,0,0,0,0,0,2.01,0.41,2.42,2.01,2.42,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shinji Okazaki,JPN,MF,Leicester City,32,1986,21,1,288,3.2,0,1,1,0,0,0,0,0,0.6,0.6,0.1,0.7,0,7,26,0,0.31,0.31,0,0.31,0.17,0.03,0.2,0.17,0.2,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Divock Origi,BEL,FW,Liverpool,23,1995,12,4,371,4.1,3,1,4,3,0,0,0,0,2.2,2.2,0.2,2.3,16,7,28,0.73,0.24,0.97,0.73,0.97,0.53,0.04,0.57,0.53,0.57,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicolás Otamendi,ARG,DF,Manchester City,30,1988,18,14,1236,13.7,0,0,0,0,0,0,1,0,1.3,1.3,0.2,1.5,27,92,3,0,0,0,0,0,0.1,0.01,0.11,0.1,0.11,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Oxlade-Chamberlain,ENG,MF,Liverpool,24,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,4,1,0,0,0,0,0,2.33,0.3,2.62,2.33,2.62,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesut Özil,GER,MF,Arsenal,29,1988,24,20,1735,19.3,5,2,7,5,0,0,2,0,1.7,1.7,4.1,5.8,75,146,174,0.26,0.1,0.36,0.26,0.36,0.09,0.21,0.3,0.09,0.3,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emerson Palmieri,ITA,DF,Chelsea,23,1994,10,7,663,7.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,39,34,50,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sokratis Papastathopoulos,GRE,DF,Arsenal,30,1988,25,25,2198,24.4,1,2,3,1,0,0,12,0,0.8,0.8,0.7,1.5,14,43,3,0.04,0.08,0.12,0.04,0.12,0.03,0.03,0.06,0.03,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callum Paterson,SCO,FW,Cardiff City,23,1994,27,21,1998,22.2,4,1,5,4,0,0,4,0,5.5,5.5,2.8,8.2,13,68,63,0.18,0.05,0.23,0.18,0.23,0.25,0.12,0.37,0.25,0.37,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rui Patrício,POR,GK,Wolves,30,1988,37,37,3329,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,46,1.24,138,96,68.8,7,18.9,4,3,0,1,0
Pedro,ESP,FW,Chelsea,31,1987,31,21,1778,19.8,8,2,10,8,0,0,2,0,5.3,5.3,3.5,8.8,63,94,202,0.4,0.1,0.51,0.4,0.51,0.27,0.18,0.45,0.27,0.45,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lee Peltier,ENG,DF,Cardiff City,31,1986,20,17,1544,17.2,0,0,0,0,0,0,4,0,0,0,0.1,0.1,1,33,11,0,0,0,0,0,0,0.01,0.01,0,0.01,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andreas Pereira,BRA,MF,Manchester United,22,1996,15,6,599,6.7,1,1,2,1,0,0,5,0,0.3,0.3,0.9,1.1,10,33,19,0.15,0.15,0.3,0.15,0.3,0.04,0.13,0.17,0.04,0.17,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ricardo Pereira,POR,DF,Leicester City,24,1993,35,35,3123,34.7,2,6,8,2,0,0,7,0,1.2,1.2,5.2,6.4,114,170,150,0.06,0.17,0.23,0.06,0.23,0.04,0.15,0.18,0.04,0.18,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roberto Pereyra,ARG,MF,Watford,27,1991,33,33,2815,31.3,6,1,7,6,0,0,3,0,5.4,5.4,3.2,8.6,101,117,188,0.19,0.03,0.22,0.19,0.22,0.17,0.1,0.28,0.17,0.28,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ayoze Pérez,ESP,MF,Newcastle United,25,1993,37,34,2917,32.4,12,2,14,12,0,0,2,0,7.5,7.5,3.6,11.1,72,82,159,0.37,0.06,0.43,0.37,0.43,0.23,0.11,0.34,0.23,0.34,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Pérez,ESP,FW,West Ham,29,1988,15,4,475,5.3,3,0,3,3,0,0,0,0,1.3,1.3,0.8,2.1,2,7,34,0.57,0,0.57,0.57,0.57,0.24,0.16,0.39,0.24,0.39,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Pickford,ENG,GK,Everton,24,1994,38,38,3420,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,46,1.21,136,89,67.6,14,36.8,5,2,3,0,60
Paul Pogba,FRA,MF,Manchester United,25,1993,35,34,3006,33.4,13,9,22,6,7,10,6,0,15,7.1,4.7,11.8,100,295,205,0.39,0.27,0.66,0.18,0.45,0.45,0.14,0.59,0.21,0.35,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alex Pritchard,ENG,MF,Huddersfield Town,25,1993,30,26,2081,23.1,2,0,2,2,0,0,2,0,2.7,2.7,1.8,4.5,72,91,164,0.09,0,0.09,0.09,0.09,0.12,0.08,0.19,0.12,0.19,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sebastian Prödl,AUT,DF,Watford,31,1987,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davy Pröpper,NED,MF,Brighton & Hove Albion,26,1991,30,30,2546,28.3,1,1,2,1,0,0,2,0,0.9,0.9,1.3,2.1,28,165,58,0.04,0.04,0.07,0.04,0.07,0.03,0.05,0.08,0.03,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Puncheon,ENG,MF,Crystal Palace,32,1986,5,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Puncheon,ENG,MF,Huddersfield Town,32,1986,6,5,382,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,6,26,17,0,0,0,0,0,0.06,0.12,0.19,0.06,0.19,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collin Quaner,GER,FW,Huddersfield Town,27,1991,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,4,2,0,0,0,0,0,0,0.17,0.17,0,0.17,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Domingos Quina,POR,MF,Watford,18,1999,8,3,338,3.8,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,8,20,6,0.27,0,0.27,0.27,0.27,0.04,0.02,0.06,0.04,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Ralls,ENG,MF,Cardiff City,24,1993,28,22,1959,21.8,0,0,0,0,0,1,4,1,1.6,0.8,3.2,4.1,20,111,18,0,0,0,0,0,0.07,0.15,0.22,0.04,0.19,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Ramsey,WAL,MF,Arsenal,27,1990,28,14,1331,14.8,4,6,10,4,0,0,0,0,3.4,3.4,2,5.4,47,88,133,0.27,0.41,0.68,0.27,0.68,0.23,0.14,0.37,0.23,0.37,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayne Ramsey,ENG,DF,Southampton,17,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Rashford,ENG,FW,Manchester United,20,1997,33,26,2334,25.9,10,6,16,10,0,0,3,1,10.7,10.7,5,15.7,74,65,225,0.39,0.23,0.62,0.39,0.62,0.41,0.19,0.6,0.41,0.6,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Ream,USA,DF,Fulham,30,1987,26,25,2047,22.7,0,0,0,0,0,0,1,0,0,0,0.1,0.2,13,68,1,0,0,0,0,0,0,0.01,0.01,0,0.01,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Redmond,ENG,MF,Southampton,24,1994,38,36,3270,36.3,6,4,10,6,0,0,3,0,7.6,7.6,4.7,12.2,174,129,301,0.17,0.11,0.28,0.17,0.28,0.21,0.13,0.34,0.21,0.34,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bobby Reid,JAM,FW,Cardiff City,25,1993,27,16,1424,15.8,5,2,7,4,1,1,0,0,3.8,3,1.2,4.2,15,23,76,0.32,0.13,0.44,0.25,0.38,0.24,0.07,0.31,0.19,0.26,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Declan Rice,ENG,MF,West Ham,19,1999,34,34,3003,33.4,2,0,2,2,0,0,4,0,1.2,1.2,0.4,1.6,27,127,11,0.06,0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jazz Richards,WAL,DF,Cardiff City,27,1991,4,0,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richarlison,BRA,FW,Everton,21,1997,35,32,2665,29.6,13,1,14,13,0,0,5,1,9.4,9.3,2,11.3,95,74,220,0.44,0.03,0.47,0.44,0.47,0.32,0.07,0.38,0.32,0.38,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diego Rico,ESP,DF,AFC Bournemouth,25,1993,12,5,612,6.8,0,0,0,0,0,0,1,0,0.2,0.2,1.1,1.3,11,39,34,0,0,0,0,0,0.04,0.16,0.2,0.04,0.2,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sergio Rico,ESP,GK,Fulham,24,1993,29,29,2610,29,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,56,1.93,165,111,68.5,5,17.2,4,4,0,0,0
Matt Ritchie,SCO,DF,Newcastle United,28,1989,36,35,2928,32.5,2,8,10,1,1,2,9,0,5.1,3.6,5.3,8.9,56,83,131,0.06,0.25,0.31,0.03,0.28,0.16,0.16,0.32,0.11,0.27,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Robertson,SCO,DF,Liverpool,24,1994,36,36,3216,35.7,0,11,11,0,0,0,4,0,0.7,0.7,7.2,7.9,124,244,263,0,0.31,0.31,0,0.31,0.02,0.2,0.22,0.02,0.22,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcos Rojo,ARG,DF,Manchester United,28,1990,5,2,212,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,1,8,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriol Romeu,ESP,MF,Southampton,26,1991,31,25,2136,23.7,1,0,1,1,0,0,11,0,0.9,0.9,1,1.9,19,147,10,0.04,0,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salomón Rondón,VEN,FW,Newcastle United,28,1989,32,30,2603,28.9,11,7,18,11,0,0,1,0,10.4,10.4,3,13.4,38,46,154,0.38,0.24,0.62,0.38,0.62,0.36,0.1,0.46,0.36,0.46,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Rose,ENG,DF,Tottenham Hotspur,28,1990,26,20,1798,20,0,3,3,0,0,0,5,0,0.7,0.7,2.2,2.9,83,99,141,0,0.15,0.15,0,0.15,0.04,0.11,0.15,0.04,0.15,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rowe,ENG,FW,Huddersfield Town,17,2000,2,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Ruddy,ENG,GK,Wolves,31,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,0,0,3,3,100,1,100,0,0,0,0,NA
Antonio Rüdiger,GER,DF,Chelsea,25,1993,33,33,2871,31.9,1,0,1,1,0,0,7,0,2.5,2.5,0.6,3.1,21,174,1,0.03,0,0.03,0.03,0.03,0.08,0.02,0.1,0.08,0.1,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mathew Ryan,AUS,GK,Brighton & Hove Albion,26,1992,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,55,1.62,152,96,69.1,6,17.6,8,8,0,0,0
Abdelhamid Sabiri,MAR,FW,Huddersfield Town,21,1996,2,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romain Saïss,MAR,MF,Wolves,28,1990,19,12,1149,12.8,2,0,2,2,0,0,7,0,1.4,1.4,0.6,2,9,66,8,0.16,0,0.16,0.16,0.16,0.11,0.05,0.16,0.11,0.16,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bukayo Saka,ENG,FW,Arsenal,16,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mamadou Sakho,FRA,DF,Crystal Palace,28,1990,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,8,91,3,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bakary Sako,MLI,FW,Crystal Palace,30,1988,4,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohamed Salah,EGY,FW,Liverpool,26,1992,38,37,3250,36.1,22,8,30,19,3,3,1,0,20.2,17.9,9.4,27.2,131,127,429,0.61,0.22,0.83,0.53,0.75,0.56,0.26,0.82,0.49,0.75,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexis Sánchez,CHI,FW,Manchester United,29,1988,20,9,880,9.8,1,3,4,1,0,0,3,0,1.5,1.5,3,4.5,37,50,89,0.1,0.31,0.41,0.1,0.41,0.15,0.31,0.46,0.15,0.46,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carlos Sánchez,COL,MF,West Ham,32,1986,7,2,245,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,14,1,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davinson Sánchez,COL,DF,Tottenham Hotspur,22,1996,23,22,1942,21.6,1,1,2,1,0,0,2,0,1.4,1.4,0.4,1.8,5,59,2,0.05,0.05,0.09,0.05,0.09,0.06,0.02,0.08,0.06,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leroy Sané,GER,FW,Manchester City,22,1996,31,21,1867,20.7,10,10,20,10,0,0,1,0,6.7,6.7,7.4,14.1,84,67,341,0.48,0.48,0.96,0.48,0.96,0.32,0.36,0.68,0.32,0.68,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabian Schär,SUI,DF,Newcastle United,26,1991,24,22,1999,22.2,4,1,5,4,0,0,12,0,1.9,1.9,0.7,2.6,26,72,8,0.18,0.05,0.23,0.18,0.23,0.08,0.03,0.12,0.08,0.12,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christopher Schindler,GER,DF,Huddersfield Town,28,1990,37,37,3260,36.2,1,0,1,1,0,0,5,1,1.1,1.1,0.2,1.3,15,72,5,0.03,0,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeffrey Schlupp,GHA,MF,Crystal Palace,25,1992,30,18,1670,18.6,4,1,5,4,0,0,1,0,3.2,3.2,1.2,4.4,35,77,95,0.22,0.05,0.27,0.22,0.27,0.17,0.06,0.24,0.17,0.24,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kasper Schmeichel,DEN,GK,Leicester City,31,1986,38,38,3420,38,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,0,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01,18/19,48,1.26,138,90,68.8,10,26.3,5,5,0,0,0
Morgan Schneiderlin,FRA,MF,Everton,28,1989,14,10,834,9.3,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,6,47,5,0,0.11,0.11,0,0.11,0.02,0.05,0.06,0.02,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
André Schürrle,GER,FW,Fulham,27,1990,24,21,1641,18.2,6,0,6,6,0,0,2,0,3.6,3.6,1.9,5.6,46,57,136,0.33,0,0.33,0.33,0.33,0.2,0.11,0.31,0.2,0.31,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ken Sema,SWE,MF,Watford,24,1993,17,9,754,8.4,1,2,3,1,0,0,1,0,0.8,0.8,0.6,1.4,30,17,60,0.12,0.24,0.36,0.12,0.36,0.1,0.07,0.17,0.1,0.17,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jean Seri,CIV,MF,Fulham,27,1991,32,27,2244,24.9,1,2,3,1,0,0,6,0,0.9,0.9,4.8,5.6,26,164,40,0.04,0.08,0.12,0.04,0.12,0.04,0.19,0.23,0.04,0.23,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Sessegnon,ENG,FW,Fulham,18,2000,35,26,2300,25.6,2,6,8,2,0,0,0,0,4,4,3.8,7.8,57,57,193,0.08,0.23,0.31,0.08,0.31,0.16,0.15,0.31,0.16,0.31,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xherdan Shaqiri,SUI,FW,Liverpool,26,1991,24,11,1064,11.8,6,3,9,6,0,0,2,0,3.9,3.9,1.6,5.5,28,85,75,0.51,0.25,0.76,0.51,0.76,0.33,0.14,0.46,0.33,0.46,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Shaw,ENG,DF,Manchester United,23,1995,29,29,2591,28.8,1,4,5,1,0,0,11,0,1.4,1.4,3.9,5.3,90,158,121,0.03,0.14,0.17,0.03,0.17,0.05,0.13,0.18,0.05,0.18,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonjo Shelvey,ENG,MF,Newcastle United,26,1992,16,10,948,10.5,1,1,2,1,0,0,1,0,0.9,0.9,1.7,2.6,13,74,15,0.09,0.09,0.19,0.09,0.19,0.09,0.16,0.25,0.09,0.25,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gylfi Sigurðsson,ISL,MF,Everton,28,1989,38,36,3117,34.6,13,6,19,11,2,5,3,0,10.7,6.7,6.9,13.6,51,172,144,0.38,0.17,0.55,0.32,0.49,0.31,0.2,0.51,0.19,0.39,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adrien Silva,POR,MF,Leicester City,29,1989,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bernardo Silva,POR,MF,Manchester City,23,1994,36,31,2854,31.7,7,7,14,7,0,0,3,0,7.4,7.4,7.8,15.2,152,156,277,0.22,0.22,0.44,0.22,0.44,0.23,0.25,0.48,0.23,0.48,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Silva,ESP,MF,Manchester City,32,1986,33,28,2401,26.7,6,8,14,6,0,0,2,0,7.8,7.8,8.5,16.3,118,270,222,0.22,0.3,0.52,0.22,0.52,0.29,0.32,0.61,0.29,0.61,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xande Silva,POR,FW,West Ham,21,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,0.43,0.13,0.55,0.43,0.55,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danny Simpson,ENG,DF,Leicester City,31,1987,6,3,292,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0.01,0.01,0,0.01,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Simpson,ENG,DF,AFC Bournemouth,21,1996,6,4,403,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,16,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Sims,ENG,MF,Southampton,21,1997,7,2,212,2.4,0,1,1,0,0,0,0,0,0.6,0.6,0.7,1.3,3,0,12,0,0.42,0.42,0,0.42,0.27,0.29,0.56,0.27,0.56,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moussa Sissoko,FRA,MF,Tottenham Hotspur,28,1989,29,27,2330,25.9,0,3,3,0,0,0,2,0,0.9,0.9,2.5,3.4,79,97,96,0,0.12,0.12,0,0.12,0.04,0.09,0.13,0.04,0.13,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oliver Skipp,ENG,MF,Tottenham Hotspur,17,2000,8,2,220,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,8,3,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callum Slattery,ENG,MF,Southampton,19,1999,3,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Smalling,ENG,DF,Manchester United,28,1989,24,24,2127,23.6,1,0,1,1,0,0,1,0,1.2,1.2,0.2,1.4,3,35,6,0.04,0,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Smith,ENG,DF,AFC Bournemouth,27,1991,25,25,2066,23,1,1,2,1,0,0,5,1,0.5,0.5,0.6,1.1,87,98,80,0.04,0.04,0.09,0.04,0.09,0.02,0.02,0.05,0.02,0.05,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Smith,ENG,DF,Huddersfield Town,26,1992,15,13,1141,12.7,0,0,0,0,0,0,2,1,0.1,0.1,0.4,0.5,19,35,38,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Snodgrass,SCO,MF,West Ham,30,1987,33,25,2220,24.7,2,5,7,2,0,0,10,0,2.3,2.3,5.6,8,72,117,148,0.08,0.2,0.28,0.08,0.28,0.09,0.23,0.32,0.09,0.32,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cédric Soares,POR,DF,Southampton,26,1991,18,16,1495,16.6,1,2,3,1,0,0,4,0,0.3,0.3,1,1.4,31,54,66,0.06,0.12,0.18,0.06,0.18,0.02,0.06,0.08,0.02,0.08,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramadan Sobhi,EGY,FW,Huddersfield Town,21,1997,4,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0.2,0.2,3,6,14,0,0,0,0,0,0,0.22,0.22,0,0.22,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominic Solanke,ENG,FW,AFC Bournemouth,20,1997,10,2,347,3.9,0,1,1,0,0,0,0,0,1,1,0.4,1.3,10,6,24,0,0.26,0.26,0,0.26,0.25,0.1,0.35,0.25,0.35,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pape Souaré,SEN,DF,Crystal Palace,28,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Çağlar Söyüncü,TUR,DF,Leicester City,22,1996,6,4,372,4.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,10,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julián Speroni,ARG,GK,Crystal Palace,39,1979,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18/19,4,4,9,5,55.6,0,0,0,0,0,0,NA
Junior Stanislas,ENG,MF,AFC Bournemouth,28,1989,23,11,1031,11.5,2,3,5,1,1,1,1,0,3.1,2.3,2,4.2,35,58,81,0.17,0.26,0.44,0.09,0.35,0.27,0.17,0.44,0.2,0.37,18/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
